dataset,dataset_group,distance_m,bbox_width_norm,bbox_area_ratio,bbox_height_norm
Original,Original,20.0,0.03753644,0.00226635,0.06037736
Original,Original,20.0,0.03061224,0.00125144,0.0408805
Original,Original,20.0,0.03534985,0.00086707,0.0245283
Original,Original,20.0,0.02733236,0.00163307,0.05974843
Original,Original,20.0,0.03170554,0.00059822,0.01886792
Original,Original,20.0,0.03790087,0.00159708,0.04213836
Original,Original,20.0,0.03498542,0.00200231,0.0572327
Original,Original,20.0,0.03972303,0.00119919,0.03018868
Original,Original,20.0,0.0335277,0.0006326,0.01886792
Original,Original,20.0,0.03170554,0.00123632,0.03899371
Original,Original,20.0,0.04081633,0.00089847,0.02201258
Original,Original,20.0,0.03498542,0.00169426,0.04842767
Original,Original,20.0,0.03389213,0.00183316,0.05408805
Original,Original,20.0,0.04154519,0.00190742,0.04591195
Original,Original,20.0,0.02988338,0.00046986,0.01572327
Original,Original,20.0,0.0324344,0.00191751,0.0591195
Original,Original,20.0,0.03134111,0.00139951,0.04465409
Original,Original,20.0,0.02988338,0.0010337,0.03459119
Original,Original,20.0,0.04227405,0.0017016,0.04025157
Original,Original,20.0,0.04081633,0.00210499,0.05157233
Original,Original,20.0,0.03206997,0.00157324,0.0490566
Original,Original,20.0,0.03826531,0.0019975,0.05220126
Original,Original,20.0,0.04118076,0.000777,0.01886792
Original,Original,20.0,0.03972303,0.00089939,0.02264151
Original,Original,20.0,0.03389213,0.00149211,0.04402516
Original,Original,20.0,0.04118076,0.00165759,0.04025157
Original,Original,20.0,0.03972303,0.00154895,0.03899371
Original,Original,20.0,0.03717201,0.00191705,0.05157233
Original,Original,20.0,0.03862974,0.00092323,0.02389937
Original,Original,20.0,0.04008746,0.00118498,0.02955975
Original,Original,20.0,0.03607872,0.0020195,0.05597484
Original,Original,20.0,0.03170554,0.00151548,0.04779874
Original,Original,20.0,0.04701166,0.00118268,0.02515723
Original,Original,20.0,0.02696793,0.00122119,0.04528302
Original,Original,20.0,0.03753644,0.00203027,0.05408805
Original,Original,20.0,0.03607872,0.00235987,0.06540881
Original,Original,20.0,0.03462099,0.00178549,0.05157233
Original,Original,20.0,0.03753644,0.00099153,0.02641509
Original,Original,20.0,0.03607872,0.00131608,0.03647799
Original,Original,20.0,0.02915452,0.00110017,0.03773585
Original,Original,20.0,0.03826531,0.00250289,0.06540881
Original,Original,20.0,0.04227405,0.00146231,0.03459119
Original,Original,20.0,0.03134111,0.00084759,0.02704403
Original,Original,20.0,0.02696793,0.00105158,0.03899371
Original,Original,20.0,0.03790087,0.00233603,0.06163522
Original,Original,20.0,0.03170554,0.0012762,0.04025157
Original,Original,20.0,0.04118076,0.00209789,0.0509434
Original,Original,20.0,0.03826531,0.00221409,0.05786164
Original,Original,20.0,0.04154519,0.00141097,0.03396226
Original,Original,20.0,0.03717201,0.00095852,0.02578616
Original,Original,20.0,0.0451895,0.00304105,0.0672956
Original,Original,20.0,0.03024781,0.00095119,0.03144654
Original,Original,20.0,0.02478134,0.0009819,0.03962264
Original,Original,20.0,0.03389213,0.00063947,0.01886792
Original,Original,20.0,0.02733236,0.00147835,0.05408805
Original,Original,20.0,0.02988338,0.00135321,0.04528302
Original,Original,20.0,0.03024781,0.00171214,0.05660377
Original,Original,20.0,0.03425656,0.00142197,0.04150943
Original,Original,20.0,0.0335277,0.00122302,0.03647799
Original,Original,20.0,0.0404519,0.00063604,0.01572327
Original,Original,20.0,0.03753644,0.0021247,0.05660377
Original,Original,20.0,0.02879009,0.0013037,0.04528302
Original,Original,20.0,0.0393586,0.00106441,0.02704403
Original,Original,20.0,0.03972303,0.00252329,0.06352201
Original,Original,20.0,0.0462828,0.002678,0.05786164
Original,Original,20.0,0.03753644,0.00184141,0.0490566
Original,Original,20.0,0.04774052,0.00255217,0.05345912
Original,Original,20.0,0.03206997,0.00161358,0.05031447
Original,Original,20.0,0.03425656,0.00092644,0.02704403
Original,Original,20.0,0.03607872,0.00197412,0.05471698
Original,Original,20.0,0.03462099,0.00167661,0.04842767
Original,Original,20.0,0.03644315,0.00162734,0.04465409
Original,Original,20.0,0.03753644,0.001204,0.03207547
Original,Original,20.0,0.04300292,0.0019473,0.04528302
Original,Original,20.0,0.03206997,0.00139172,0.04339623
Original,Original,20.0,0.03425656,0.00198214,0.05786164
Original,Original,20.0,0.03571429,0.00213387,0.05974843
Original,Original,20.0,0.04992711,0.00097342,0.01949686
Original,Original,20.0,0.03279883,0.00154711,0.04716981
Original,Original,20.0,0.03170554,0.00129614,0.0408805
Original,Original,20.0,0.0266035,0.00061908,0.02327044
Original,Original,20.0,0.04081633,0.00207932,0.0509434
Original,Original,20.0,0.03316327,0.00158516,0.04779874
Original,Original,20.0,0.03790087,0.00183545,0.04842767
Original,Original,20.0,0.03899417,0.00125076,0.03207547
Original,Original,20.0,0.03534985,0.00126726,0.03584906
Original,Original,20.0,0.04190962,0.00237224,0.05660377
Original,Original,20.0,0.04081633,0.00233603,0.0572327
Original,Original,20.0,0.04154519,0.00193355,0.04654088
Original,Original,20.0,0.03498542,0.0012762,0.03647799
Original,Original,20.0,0.04701166,0.00156706,0.03333333
Original,Original,20.0,0.03206997,0.00149256,0.04654088
Original,Original,20.0,0.03316327,0.00208574,0.06289308
Original,Original,20.0,0.03097668,0.00138324,0.04465409
Original,Original,20.0,0.04081633,0.00069311,0.01698113
Original,Original,20.0,0.03790087,0.00233603,0.06163522
Original,Original,20.0,0.03972303,0.00234841,0.0591195
Original,Original,20.0,0.03680758,0.00150471,0.0408805
Original,Original,20.0,0.0393586,0.00168326,0.0427673
Original,Original,20.0,0.04300292,0.0012982,0.03018868
Original,Original,20.0,0.03717201,0.00203394,0.05471698
Original,Original,20.0,0.03316327,0.0008343,0.02515723
Original,Original,20.0,0.03389213,0.00063947,0.01886792
Original,Original,20.0,0.04591837,0.00213708,0.04654088
Original,Original,20.0,0.03534985,0.00053358,0.01509434
Original,Original,20.0,0.03389213,0.00157737,0.04654088
Original,Original,20.0,0.03607872,0.00242794,0.0672956
Original,Original,20.0,0.03826531,0.00214189,0.05597484
Original,Original,20.0,0.03644315,0.00187946,0.05157233
Original,Original,20.0,0.03607872,0.00195143,0.05408805
Original,Original,20.0,0.03826531,0.00064979,0.01698113
Original,Original,20.0,0.03826531,0.00194936,0.0509434
Original,Original,20.0,0.0335277,0.00061151,0.01823899
Original,Original,20.0,0.02915452,0.0012652,0.04339623
Original,Original,20.0,0.04373178,0.00107267,0.0245283
Original,Original,20.0,0.03279883,0.00059822,0.01823899
Original,Original,20.0,0.03826531,0.00202156,0.05283019
Original,Original,20.0,0.04190962,0.0015815,0.03773585
Original,Original,20.0,0.02806122,0.00134129,0.04779874
Original,Original,20.0,0.03607872,0.00215565,0.05974843
Original,Original,20.0,0.03170554,0.00057828,0.01823899
Original,Original,20.0,0.03644315,0.00229202,0.06289308
Original,Original,20.0,0.04300292,0.00173093,0.04025157
Original,Original,20.0,0.03826531,0.00103485,0.02704403
Original,Original,20.0,0.04081633,0.00195097,0.04779874
Original,Original,20.0,0.03680758,0.00134267,0.03647799
Original,Original,20.0,0.03316327,0.00131402,0.03962264
Original,Original,20.0,0.02806122,0.00051181,0.01823899
Original,Original,20.0,0.03534985,0.00142289,0.04025157
Original,Original,20.0,0.03899417,0.00272223,0.06981132
Original,Original,20.0,0.0393586,0.00141097,0.03584906
Original,Original,20.0,0.04774052,0.00132112,0.02767296
Original,Original,20.0,0.03753644,0.00096792,0.02578616
Original,Original,20.0,0.03170554,0.0007378,0.02327044
Original,Original,20.0,0.0335277,0.00107542,0.03207547
Original,Original,20.0,0.0393586,0.00168326,0.0427673
Original,Original,20.0,0.03680758,0.00233809,0.06352201
Original,Original,20.0,0.03607872,0.00208757,0.05786164
Original,Original,20.0,0.03170554,0.0019143,0.06037736
Original,Original,20.0,0.03462099,0.00108871,0.03144654
Original,Original,20.0,0.03826531,0.00238256,0.06226415
Original,Original,20.0,0.03097668,0.00148065,0.04779874
Original,Original,20.0,0.0393586,0.00269817,0.06855346
Original,Original,20.0,0.03534985,0.00157852,0.04465409
Original,Original,20.0,0.04008746,0.0010337,0.02578616
Original,Original,20.0,0.04664723,0.00167226,0.03584906
Original,Original,20.0,0.04737609,0.00265187,0.05597484
Original,Original,20.0,0.04008746,0.00264729,0.06603774
Original,Original,20.0,0.0393586,0.00165851,0.04213836
Original,Original,20.0,0.0335277,0.00069586,0.02075472
Original,Original,20.0,0.02623907,0.00138621,0.05283019
Original,Original,20.0,0.0266035,0.00050195,0.01886792
Original,Original,20.0,0.0404519,0.00137384,0.03396226
Original,Original,20.0,0.0324344,0.00173391,0.05345912
Original,Original,20.0,0.03534985,0.00220103,0.06226415
Original,Original,20.0,0.04810496,0.00166401,0.03459119
Original,Original,20.0,0.03826531,0.00067385,0.01761006
Original,Original,20.0,0.03862974,0.00250243,0.06477987
Original,Original,20.0,0.03680758,0.00171306,0.04654088
Original,Original,20.0,0.03972303,0.00229844,0.05786164
Original,Original,20.0,0.02623907,0.00136971,0.05220126
Original,Original,20.0,0.03425656,0.0010988,0.03207547
Original,Original,20.0,0.03972303,0.00174881,0.04402516
Original,Original,20.0,0.04008746,0.00158837,0.03962264
Original,Original,20.0,0.03534985,0.00202317,0.0572327
Original,Original,20.0,0.03571429,0.00166217,0.04654088
Original,Original,20.0,0.03717201,0.00203394,0.05471698
Original,Original,20.0,0.03680758,0.00155101,0.04213836
Original,Original,20.0,0.03097668,0.00151961,0.0490566
Original,Original,20.0,0.04956268,0.00099749,0.02012579
Original,Original,20.0,0.02623907,0.00041256,0.01572327
Original,Original,20.0,0.03753644,0.00207749,0.05534591
Original,Original,20.0,0.02951895,0.00155949,0.05283019
Original,Original,20.0,0.03425656,0.00146506,0.0427673
Original,Original,20.0,0.03024781,0.00102728,0.03396226
Original,Original,20.0,0.0335277,0.00179236,0.05345912
Original,Original,20.0,0.0393586,0.00240112,0.06100629
Original,Original,20.0,0.03607872,0.00233717,0.06477987
Original,Original,20.0,0.03826531,0.00235849,0.06163522
Original,Original,20.0,0.04555394,0.00088816,0.01949686
Original,Original,20.0,0.03644315,0.00220034,0.06037736
Original,Original,20.0,0.03644315,0.00128353,0.03522013
Original,Original,20.0,0.03607872,0.0022691,0.06289308
Original,Original,20.0,0.03534985,0.00157852,0.04465409
Original,Original,20.0,0.03534985,0.00200094,0.05660377
Original,Original,20.0,0.0393586,0.00227735,0.05786164
Original,Original,20.0,0.0324344,0.00159112,0.0490566
Original,Original,20.0,0.0335277,0.0017291,0.05157233
Original,Original,20.0,0.02733236,0.00142678,0.05220126
Original,Original,20.0,0.02988338,0.00152236,0.0509434
Original,Original,20.0,0.03862974,0.00099611,0.02578616
Original,Original,20.0,0.03680758,0.00125007,0.03396226
Original,Original,20.0,0.03534985,0.00100047,0.02830189
Original,Original,20.0,0.03753644,0.00243161,0.06477987
Original,Original,20.0,0.03717201,0.00210408,0.05660377
Original,Original,20.0,0.03790087,0.0008343,0.02201258
Original,Original,20.0,0.04446064,0.00248868,0.05597484
Original,Original,20.0,0.03462099,0.0012629,0.03647799
Original,Original,20.0,0.0335277,0.0012652,0.03773585
Original,Original,20.0,0.04846939,0.00118887,0.0245283
Original,Original,20.0,0.04883382,0.00064497,0.01320755
Original,Original,20.0,0.04263848,0.00260122,0.06100629
Original,Original,20.0,0.04154519,0.00235161,0.05660377
Original,Original,20.0,0.05539359,0.00121936,0.02201258
Original,Original,20.0,0.03680758,0.0018288,0.04968553
Original,Original,20.0,0.04227405,0.00289803,0.06855346
Original,Original,20.0,0.04008746,0.00239516,0.05974843
Original,Original,20.0,0.03644315,0.00142105,0.03899371
Original,Original,20.0,0.04227405,0.00079762,0.01886792
Original,Original,20.0,0.0451895,0.00332527,0.07358491
Original,Original,20.0,0.05284257,0.00156201,0.02955975
Original,Original,20.0,0.0324344,0.00138713,0.0427673
Original,Original,20.0,0.04118076,0.00222739,0.05408805
Original,Original,20.0,0.03462099,0.00154597,0.04465409
Original,Original,20.0,0.03753644,0.00205388,0.05471698
Original,Original,20.0,0.04190962,0.00274126,0.06540881
Original,Original,20.0,0.04846939,0.00356662,0.07358491
Original,Original,20.0,0.04118076,0.00233099,0.05660377
Original,Original,20.0,0.04154519,0.00237774,0.0572327
Original,Original,20.0,0.05685131,0.00293195,0.05157233
Original,Original,20.0,0.03316327,0.00070915,0.02138365
Original,Original,20.0,0.04664723,0.00281644,0.06037736
Original,Original,20.0,0.03826531,0.00091452,0.02389937
Original,Original,20.0,0.04883382,0.0007064,0.01446541
Original,Original,20.0,0.04263848,0.00233305,0.05471698
Original,Original,20.0,0.03644315,0.00208574,0.0572327
Original,Original,20.0,0.04190962,0.00224045,0.05345912
Original,Original,20.0,0.05502915,0.0021804,0.03962264
Original,Original,20.0,0.04373178,0.00156774,0.03584906
